UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,machine_id
6543,L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,2024-09-29 14:00:00,L53722
6544,L53723,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,2024-09-29 15:00:00,L53723
6548,L53727,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,2024-09-29 19:00:00,L53727
6549,L53728,L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,2024-09-29 20:00:00,L53728
6551,L53730,L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,2024-09-29 22:00:00,L53730
6552,L53731,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,2024-09-29 23:00:00,L53731
6553,L53732,L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,2024-09-30 00:00:00,L53732
6554,L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,2024-09-30 01:00:00,L53733
6557,L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,2024-09-30 04:00:00,L53736
6561,L53740,L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,2024-09-30 08:00:00,L53740
6562,L53741,L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,2024-09-30 09:00:00,L53741
6564,L53743,L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,2024-09-30 11:00:00,L53743
6565,L53744,L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,2024-09-30 12:00:00,L53744
6566,L53745,L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,2024-09-30 13:00:00,L53745
6567,L53746,L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,2024-09-30 14:00:00,L53746
6569,L53748,L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,2024-09-30 16:00:00,L53748
6571,L53750,L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,2024-09-30 18:00:00,L53750
6573,L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,2024-09-30 20:00:00,L53752
6575,L53754,L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,2024-09-30 22:00:00,L53754
6577,L53756,L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,2024-10-01 00:00:00,L53756
6578,L53757,L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,2024-10-01 01:00:00,L53757
6579,L53758,L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,2024-10-01 02:00:00,L53758
6580,L53759,L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,2024-10-01 03:00:00,L53759
6581,L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,2024-10-01 04:00:00,L53760
6582,L53761,L,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,2024-10-01 05:00:00,L53761
6583,L53762,L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,2024-10-01 06:00:00,L53762
6585,L53764,L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,2024-10-01 08:00:00,L53764
6587,L53766,L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,2024-10-01 10:00:00,L53766
6589,L53768,L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,2024-10-01 12:00:00,L53768
6591,L53770,L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,2024-10-01 14:00:00,L53770
6592,L53771,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,2024-10-01 15:00:00,L53771
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,2024-10-01 17:00:00,L53773
6595,L53774,L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,2024-10-01 18:00:00,L53774
6598,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,2024-10-01 21:00:00,L53777
6599,L53778,L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,2024-10-01 22:00:00,L53778
6600,L53779,L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,2024-10-01 23:00:00,L53779
6603,L53782,L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,2024-10-02 02:00:00,L53782
6608,L53787,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,2024-10-02 07:00:00,L53787
6610,L53789,L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,2024-10-02 09:00:00,L53789
6611,L53790,L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0,2024-10-02 10:00:00,L53790
6613,L53792,L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,2024-10-02 12:00:00,L53792
6614,L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,2024-10-02 13:00:00,L53793
6615,L53794,L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,2024-10-02 14:00:00,L53794
6616,L53795,L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,2024-10-02 15:00:00,L53795
6618,L53797,L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,2024-10-02 17:00:00,L53797
6623,L53802,L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,2024-10-02 22:00:00,L53802
6625,L53804,L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,2024-10-03 00:00:00,L53804
6627,L53806,L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,2024-10-03 02:00:00,L53806
6629,L53808,L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0,2024-10-03 04:00:00,L53808
6630,L53809,L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,2024-10-03 05:00:00,L53809
6633,L53812,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,2024-10-03 08:00:00,L53812
6635,L53814,L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,2024-10-03 10:00:00,L53814
6636,L53815,L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0,2024-10-03 11:00:00,L53815
6639,L53818,L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,2024-10-03 14:00:00,L53818
6640,L53819,L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,2024-10-03 15:00:00,L53819
6641,L53820,L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,2024-10-03 16:00:00,L53820
6642,L53821,L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0,2024-10-03 17:00:00,L53821
6643,L53822,L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,2024-10-03 18:00:00,L53822
6645,L53824,L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0,2024-10-03 20:00:00,L53824
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,2024-10-03 22:00:00,L53826
6648,L53827,L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,2024-10-03 23:00:00,L53827
6649,L53828,L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0,2024-10-04 00:00:00,L53828
6651,L53830,L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,2024-10-04 02:00:00,L53830
6655,L53834,L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0,2024-10-04 06:00:00,L53834
6656,L53835,L,301.4,310.3,1639,32.7,171,0,0,0,0,0,0,2024-10-04 07:00:00,L53835
6658,L53837,L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,2024-10-04 09:00:00,L53837
6659,L53838,L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0,2024-10-04 10:00:00,L53838
6660,L53839,L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0,2024-10-04 11:00:00,L53839
6664,L53843,L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0,2024-10-04 15:00:00,L53843
6665,L53844,L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0,2024-10-04 16:00:00,L53844
6666,L53845,L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0,2024-10-04 17:00:00,L53845
6667,L53846,L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0,2024-10-04 18:00:00,L53846
6669,L53848,L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0,2024-10-04 20:00:00,L53848
6670,L53849,L,301.4,310.5,1571,33.9,208,0,0,0,0,0,0,2024-10-04 21:00:00,L53849
6671,L53850,L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0,2024-10-04 22:00:00,L53850
6672,L53851,L,301.5,310.6,1357,42.1,212,0,0,0,0,0,0,2024-10-04 23:00:00,L53851
6673,L53852,L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,2024-10-05 00:00:00,L53852
6674,L53853,L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,2024-10-05 01:00:00,L53853
6675,L53854,L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0,2024-10-05 02:00:00,L53854
6676,L53855,L,301.5,310.6,1579,28.0,220,0,0,0,0,0,0,2024-10-05 03:00:00,L53855
6677,L53856,L,301.5,310.7,1423,44.0,222,0,0,0,0,0,0,2024-10-05 04:00:00,L53856
6678,L53857,L,301.5,310.7,1435,38.5,224,0,0,0,0,0,0,2024-10-05 05:00:00,L53857
6680,L53859,L,301.6,310.8,1392,42.4,3,0,0,0,0,0,0,2024-10-05 07:00:00,L53859
6681,L53860,L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0,2024-10-05 08:00:00,L53860
6682,L53861,L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0,2024-10-05 09:00:00,L53861
6683,L53862,L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0,2024-10-05 10:00:00,L53862
6684,L53863,L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0,2024-10-05 11:00:00,L53863
6685,L53864,L,301.6,310.9,1538,40.4,13,0,0,0,0,0,0,2024-10-05 12:00:00,L53864
6686,L53865,L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0,2024-10-05 13:00:00,L53865
6687,L53866,L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0,2024-10-05 14:00:00,L53866
6688,L53867,L,301.7,311.0,1700,28.7,19,0,0,0,0,0,0,2024-10-05 15:00:00,L53867
6689,L53868,L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0,2024-10-05 16:00:00,L53868
6690,L53869,L,301.7,311.0,1546,43.0,23,0,0,0,0,0,0,2024-10-05 17:00:00,L53869
6691,L53870,L,301.7,311.0,1343,49.2,25,0,0,0,0,0,0,2024-10-05 18:00:00,L53870
6697,L53876,L,301.7,310.9,1636,31.3,42,0,0,0,0,0,0,2024-10-06 00:00:00,L53876
6698,L53877,L,301.6,310.9,1643,34.1,44,0,0,0,0,0,0,2024-10-06 01:00:00,L53877
6699,L53878,L,301.6,310.8,1418,44.7,46,0,0,0,0,0,0,2024-10-06 02:00:00,L53878
6702,L53881,L,301.6,310.9,1623,34.1,56,0,0,0,0,0,0,2024-10-06 05:00:00,L53881
6707,L53886,L,301.4,310.6,1381,46.1,70,0,0,0,0,0,0,2024-10-06 10:00:00,L53886
6708,L53887,L,301.3,310.6,1556,39.0,72,0,0,0,0,0,0,2024-10-06 11:00:00,L53887
6710,L53889,L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0,2024-10-06 13:00:00,L53889
6711,L53890,L,301.5,310.7,1323,49.7,79,0,0,0,0,0,0,2024-10-06 14:00:00,L53890
6712,L53891,L,301.5,310.7,1426,46.1,81,0,0,0,0,0,0,2024-10-06 15:00:00,L53891
6714,L53893,L,301.3,310.6,1416,45.2,88,0,0,0,0,0,0,2024-10-06 17:00:00,L53893
6715,L53894,L,301.3,310.6,1440,53.8,90,0,0,0,0,0,0,2024-10-06 18:00:00,L53894
6716,L53895,L,301.3,310.6,1576,30.4,92,0,0,0,0,0,0,2024-10-06 19:00:00,L53895
6717,L53896,L,301.3,310.6,1387,53.6,94,0,0,0,0,0,0,2024-10-06 20:00:00,L53896
6719,L53898,L,301.4,310.6,2137,18.0,99,0,0,0,0,0,0,2024-10-06 22:00:00,L53898
6721,L53900,L,301.3,310.6,1458,48.0,104,0,0,0,0,0,0,2024-10-07 00:00:00,L53900
6722,L53901,L,301.4,310.7,1280,61.0,106,0,0,0,0,0,0,2024-10-07 01:00:00,L53901
6723,L53902,L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0,2024-10-07 02:00:00,L53902
6725,L53904,L,301.3,310.6,1560,36.8,113,0,0,0,0,0,0,2024-10-07 04:00:00,L53904
6727,L53906,L,301.5,310.8,1500,41.0,118,0,0,0,0,0,0,2024-10-07 06:00:00,L53906
6728,L53907,L,301.5,310.8,1785,25.5,120,0,0,0,0,0,0,2024-10-07 07:00:00,L53907
6729,L53908,L,301.5,310.9,1891,23.2,122,0,0,0,0,0,0,2024-10-07 08:00:00,L53908
6732,L53911,L,301.6,310.9,1385,51.2,132,0,0,0,0,0,0,2024-10-07 11:00:00,L53911
6733,L53912,L,301.7,311.0,1503,44.8,134,0,0,0,0,0,0,2024-10-07 12:00:00,L53912
6736,L53915,L,301.6,311.0,1485,40.1,142,0,0,0,0,0,0,2024-10-07 15:00:00,L53915
6737,L53916,L,301.7,311.0,1527,42.2,144,0,0,0,0,0,0,2024-10-07 16:00:00,L53916
6740,L53919,L,301.7,311.2,1482,43.6,154,0,0,0,0,0,0,2024-10-07 19:00:00,L53919
6741,L53920,L,301.8,311.2,1417,55.9,156,0,0,0,0,0,0,2024-10-07 20:00:00,L53920
6744,L53923,L,301.7,311.2,1418,38.0,166,0,0,0,0,0,0,2024-10-07 23:00:00,L53923
6750,L53929,L,301.7,311.0,1585,35.9,185,0,0,0,0,0,0,2024-10-08 05:00:00,L53929
6753,L53932,L,301.6,310.9,1706,29.5,193,0,0,0,0,0,0,2024-10-08 08:00:00,L53932
6754,L53933,L,301.6,310.9,1385,50.7,195,0,0,0,0,0,0,2024-10-08 09:00:00,L53933
6755,L53934,L,301.8,311.1,1495,36.9,197,0,0,0,0,0,0,2024-10-08 10:00:00,L53934
6757,L53936,L,301.8,311.2,1840,26.6,202,0,0,0,0,0,0,2024-10-08 12:00:00,L53936
6758,L53937,L,301.8,311.2,1822,26.2,204,0,0,0,0,0,0,2024-10-08 13:00:00,L53937
6759,L53938,L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,2024-10-08 14:00:00,L53938
6760,L53939,L,301.7,311.0,1441,44.3,208,1,1,0,0,0,0,2024-10-08 15:00:00,L53939
6761,L53940,L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,2024-10-08 16:00:00,L53940
6762,L53941,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,2024-10-08 17:00:00,L53941
6763,L53942,L,301.4,310.8,1362,53.2,4,0,0,0,0,0,0,2024-10-08 18:00:00,L53942
6765,L53944,L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0,2024-10-08 20:00:00,L53944
6766,L53945,L,301.5,310.9,1580,32.3,11,0,0,0,0,0,0,2024-10-08 21:00:00,L53945
6768,L53947,L,301.3,310.9,1509,41.7,16,0,0,0,0,0,0,2024-10-08 23:00:00,L53947
6770,L53949,L,301.2,310.8,1392,52.6,23,0,0,0,0,0,0,2024-10-09 01:00:00,L53949
6773,L53952,L,301.3,310.7,1536,39.3,31,0,0,0,0,0,0,2024-10-09 04:00:00,L53952
6774,L53953,L,301.3,310.8,1381,47.9,33,0,0,0,0,0,0,2024-10-09 05:00:00,L53953
6776,L53955,L,301.2,310.6,1670,30.0,40,0,0,0,0,0,0,2024-10-09 07:00:00,L53955
6777,L53956,L,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,2024-10-09 08:00:00,L53956
6778,L53957,L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0,2024-10-09 09:00:00,L53957
6781,L53960,L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0,2024-10-09 12:00:00,L53960
6783,L53962,L,301.3,310.8,1531,53.4,57,0,0,0,0,0,0,2024-10-09 14:00:00,L53962
6784,L53963,L,301.3,310.8,1450,46.9,59,0,0,0,0,0,0,2024-10-09 15:00:00,L53963
6786,L53965,L,301.2,310.6,1389,45.3,64,0,0,0,0,0,0,2024-10-09 17:00:00,L53965
6787,L53966,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,2024-10-09 18:00:00,L53966
6792,L53971,L,301.2,310.7,1551,41.2,82,0,0,0,0,0,0,2024-10-09 23:00:00,L53971
6793,L53972,L,301.2,310.6,1811,24.0,84,0,0,0,0,0,0,2024-10-10 00:00:00,L53972
6794,L53973,L,301.3,310.7,1608,31.4,86,0,0,0,0,0,0,2024-10-10 01:00:00,L53973
6795,L53974,L,301.3,310.8,1428,55.2,88,0,0,0,0,0,0,2024-10-10 02:00:00,L53974
6796,L53975,L,301.4,310.8,1477,50.4,90,0,0,0,0,0,0,2024-10-10 03:00:00,L53975
6799,L53978,L,301.2,310.7,1676,32.4,98,0,0,0,0,0,0,2024-10-10 06:00:00,L53978
6802,L53981,L,301.1,310.7,1334,48.2,106,0,0,0,0,0,0,2024-10-10 09:00:00,L53981
6805,L53984,L,301.0,310.6,1588,33.7,114,0,0,0,0,0,0,2024-10-10 12:00:00,L53984
6807,L53986,L,301.1,310.8,1608,32.9,119,0,0,0,0,0,0,2024-10-10 14:00:00,L53986
6808,L53987,L,301.0,310.8,1549,41.4,121,0,0,0,0,0,0,2024-10-10 15:00:00,L53987
6809,L53988,L,301.0,310.7,1391,45.0,123,0,0,0,0,0,0,2024-10-10 16:00:00,L53988
6810,L53989,L,300.9,310.8,1490,38.1,125,0,0,0,0,0,0,2024-10-10 17:00:00,L53989
6811,L53990,L,301.0,310.7,1727,34.5,127,0,0,0,0,0,0,2024-10-10 18:00:00,L53990
6812,L53991,L,300.9,310.6,1504,46.4,129,0,0,0,0,0,0,2024-10-10 19:00:00,L53991
6813,L53992,L,300.9,310.6,1350,53.8,131,0,0,0,0,0,0,2024-10-10 20:00:00,L53992
6816,L53995,L,300.9,310.7,1427,44.1,141,0,0,0,0,0,0,2024-10-10 23:00:00,L53995
6817,L53996,L,300.9,310.7,1477,43.2,143,0,0,0,0,0,0,2024-10-11 00:00:00,L53996
6820,L53999,L,300.9,310.7,1359,46.0,151,0,0,0,0,0,0,2024-10-11 03:00:00,L53999
6821,L54000,L,300.8,310.6,1551,34.5,153,0,0,0,0,0,0,2024-10-11 04:00:00,L54000
6825,L54004,L,300.9,310.7,1740,25.3,164,0,0,0,0,0,0,2024-10-11 08:00:00,L54004
6826,L54005,L,301.0,310.9,1828,25.1,166,0,0,0,0,0,0,2024-10-11 09:00:00,L54005
6827,L54006,L,301.0,310.9,1822,21.6,168,0,0,0,0,0,0,2024-10-11 10:00:00,L54006
6829,L54008,L,301.0,310.9,1392,52.9,173,0,0,0,0,0,0,2024-10-11 12:00:00,L54008
6832,L54011,L,301.1,311.0,1565,52.3,183,0,0,0,0,0,0,2024-10-11 15:00:00,L54011
6834,L54013,L,301.1,311.1,1387,53.1,188,0,0,0,0,0,0,2024-10-11 17:00:00,L54013
6835,L54014,L,301.1,311.0,1378,51.1,190,0,0,0,0,0,0,2024-10-11 18:00:00,L54014
6836,L54015,L,301.0,310.9,1809,25.7,192,0,0,0,0,0,0,2024-10-11 19:00:00,L54015
6839,L54018,L,301.1,311.1,1570,41.6,202,0,0,0,0,0,0,2024-10-11 22:00:00,L54018
6840,L54019,L,301.2,311.2,1558,34.1,204,0,0,0,0,0,0,2024-10-11 23:00:00,L54019
6841,L54020,L,301.1,311.1,1799,21.7,206,0,0,0,0,0,0,2024-10-12 00:00:00,L54020
6843,L54022,L,301.2,311.2,1635,29.6,211,0,0,0,0,0,0,2024-10-12 02:00:00,L54022
6844,L54023,L,301.3,311.3,1509,42.5,213,0,0,0,0,0,0,2024-10-12 03:00:00,L54023
6848,L54027,L,301.2,311.4,1757,28.0,6,0,0,0,0,0,0,2024-10-12 07:00:00,L54027
6850,L54029,L,301.1,311.3,1498,37.6,11,0,0,0,0,0,0,2024-10-12 09:00:00,L54029
6854,L54033,L,300.9,311.1,1417,40.7,24,0,0,0,0,0,0,2024-10-12 13:00:00,L54033
6855,L54034,L,301.0,311.2,1511,42.9,26,0,0,0,0,0,0,2024-10-12 14:00:00,L54034
6858,L54037,L,301.1,311.3,1622,35.6,34,0,0,0,0,0,0,2024-10-12 17:00:00,L54037
6859,L54038,L,301.0,311.2,1467,45.4,36,0,0,0,0,0,0,2024-10-12 18:00:00,L54038
6861,L54040,L,301.1,311.2,1910,20.2,41,0,0,0,0,0,0,2024-10-12 20:00:00,L54040
6864,L54043,L,301.1,311.3,1630,29.5,51,0,0,0,0,0,0,2024-10-12 23:00:00,L54043
6865,L54044,L,301.1,311.3,1268,60.0,53,0,0,0,0,0,0,2024-10-13 00:00:00,L54044
6866,L54045,L,301.1,311.4,1531,38.7,55,0,0,0,0,0,0,2024-10-13 01:00:00,L54045
6868,L54047,L,301.0,311.3,1342,50.9,60,0,0,0,0,0,0,2024-10-13 03:00:00,L54047
6869,L54048,L,301.0,311.2,1363,46.3,62,0,0,0,0,0,0,2024-10-13 04:00:00,L54048
6870,L54049,L,301.0,311.2,1412,42.1,64,0,0,0,0,0,0,2024-10-13 05:00:00,L54049
6872,L54051,L,301.0,311.3,1349,47.0,71,0,0,0,0,0,0,2024-10-13 07:00:00,L54051
6873,L54052,L,301.0,311.3,1472,35.3,73,0,0,0,0,0,0,2024-10-13 08:00:00,L54052
6874,L54053,L,301.0,311.4,1478,39.5,75,0,0,0,0,0,0,2024-10-13 09:00:00,L54053
6877,L54056,L,300.8,311.2,1430,54.4,85,0,0,0,0,0,0,2024-10-13 12:00:00,L54056
6882,L54061,L,301.0,311.4,1573,37.6,103,0,0,0,0,0,0,2024-10-13 17:00:00,L54061
6883,L54062,L,300.9,311.4,2073,21.4,105,0,0,0,0,0,0,2024-10-13 18:00:00,L54062
6884,L54063,L,300.9,311.3,1953,19.4,107,0,0,0,0,0,0,2024-10-13 19:00:00,L54063
6885,L54064,L,300.8,311.2,1492,39.0,109,0,0,0,0,0,0,2024-10-13 20:00:00,L54064
6886,L54065,L,300.8,311.2,1397,48.7,111,0,0,0,0,0,0,2024-10-13 21:00:00,L54065
6888,L54067,L,300.8,311.3,1782,26.9,116,0,0,0,0,0,0,2024-10-13 23:00:00,L54067
6892,L54071,L,300.9,311.5,1505,41.1,129,0,0,0,0,0,0,2024-10-14 03:00:00,L54071
6893,L54072,L,301.0,311.6,1440,43.3,131,0,0,0,0,0,0,2024-10-14 04:00:00,L54072
6894,L54073,L,301.0,311.6,1470,43.4,133,0,0,0,0,0,0,2024-10-14 05:00:00,L54073
6895,L54074,L,301.1,311.7,1408,46.3,135,0,0,0,0,0,0,2024-10-14 06:00:00,L54074
6898,L54077,L,301.0,311.6,1352,63.5,143,0,0,0,0,0,0,2024-10-14 09:00:00,L54077
6900,L54079,L,300.9,311.6,1671,33.5,148,0,0,0,0,0,0,2024-10-14 11:00:00,L54079
6901,L54080,L,301.0,311.7,1670,31.3,150,0,0,0,0,0,0,2024-10-14 12:00:00,L54080
6902,L54081,L,301.0,311.7,1547,34.5,152,0,0,0,0,0,0,2024-10-14 13:00:00,L54081
6903,L54082,L,301.0,311.6,1461,40.6,154,0,0,0,0,0,0,2024-10-14 14:00:00,L54082
6908,L54087,L,300.9,311.3,1449,40.2,168,0,0,0,0,0,0,2024-10-14 19:00:00,L54087
6909,L54088,L,300.9,311.3,1613,32.7,170,0,0,0,0,0,0,2024-10-14 20:00:00,L54088
6910,L54089,L,300.8,311.2,1376,48.1,172,0,0,0,0,0,0,2024-10-14 21:00:00,L54089
6911,L54090,L,300.8,311.2,1434,45.6,174,0,0,0,0,0,0,2024-10-14 22:00:00,L54090
6912,L54091,L,300.8,311.1,1480,41.1,176,0,0,0,0,0,0,2024-10-14 23:00:00,L54091
6914,L54093,L,300.8,311.2,1481,38.5,181,0,0,0,0,0,1,2024-10-15 01:00:00,L54093
6916,L54095,L,301.0,311.4,1484,36.2,188,0,0,0,0,0,0,2024-10-15 03:00:00,L54095
6918,L54097,L,301.0,311.4,1481,37.5,193,0,0,0,0,0,0,2024-10-15 05:00:00,L54097
6919,L54098,L,301.0,311.5,1559,31.8,195,0,0,0,0,0,0,2024-10-15 06:00:00,L54098
6920,L54099,L,301.0,311.5,1444,39.8,197,0,0,0,0,0,0,2024-10-15 07:00:00,L54099
6922,L54101,L,301.1,311.6,1432,48.1,202,0,0,0,0,0,0,2024-10-15 09:00:00,L54101
6923,L54102,L,301.2,311.7,1463,48.3,204,0,0,0,0,0,0,2024-10-15 10:00:00,L54102
6924,L54103,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0,2024-10-15 11:00:00,L54103
6925,L54104,L,301.2,311.6,1461,52.9,208,1,0,0,0,1,0,2024-10-15 12:00:00,L54104
6928,L54107,L,301.1,311.6,1488,43.4,5,0,0,0,0,0,0,2024-10-15 15:00:00,L54107
6929,L54108,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0,2024-10-15 16:00:00,L54108
6933,L54112,L,300.8,311.4,1322,67.2,18,1,0,0,1,0,0,2024-10-15 20:00:00,L54112
6934,L54113,L,300.8,311.4,1492,40.6,20,0,0,0,0,0,0,2024-10-15 21:00:00,L54113
6935,L54114,L,300.8,311.4,1536,40.9,22,0,0,0,0,0,0,2024-10-15 22:00:00,L54114
6936,L54115,L,300.7,311.2,1878,24.3,24,0,0,0,0,0,0,2024-10-15 23:00:00,L54115
6937,L54116,L,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,2024-10-16 00:00:00,L54116
6939,L54118,L,300.7,311.2,1452,44.4,33,0,0,0,0,0,0,2024-10-16 02:00:00,L54118
6942,L54121,L,300.8,311.4,1316,57.6,43,0,0,0,0,0,0,2024-10-16 05:00:00,L54121
6944,L54123,L,300.7,311.3,1522,35.2,48,0,0,0,0,0,0,2024-10-16 07:00:00,L54123
6947,L54126,L,300.7,311.2,1486,46.8,56,0,0,0,0,0,0,2024-10-16 10:00:00,L54126
6949,L54128,L,300.7,311.2,1457,51.4,61,0,0,0,0,0,0,2024-10-16 12:00:00,L54128
6952,L54131,L,300.8,311.3,1524,43.5,71,0,0,0,0,0,0,2024-10-16 15:00:00,L54131
6953,L54132,L,300.8,311.3,1498,40.2,73,0,0,0,0,0,0,2024-10-16 16:00:00,L54132
6954,L54133,L,300.8,311.3,1462,41.4,75,0,0,0,0,0,0,2024-10-16 17:00:00,L54133
6956,L54135,L,300.7,311.2,1399,47.9,80,0,0,0,0,0,0,2024-10-16 19:00:00,L54135
6958,L54137,L,300.7,311.1,1324,52.2,85,0,0,0,0,0,0,2024-10-16 21:00:00,L54137
6959,L54138,L,300.6,311.0,1563,40.7,87,0,0,0,0,0,0,2024-10-16 22:00:00,L54138
6960,L54139,L,300.6,311.0,1543,34.7,89,0,0,0,0,0,0,2024-10-16 23:00:00,L54139
6961,L54140,L,300.7,311.0,1413,52.0,91,0,0,0,0,0,1,2024-10-17 00:00:00,L54140
6966,L54145,L,300.7,311.0,1312,52.1,107,0,0,0,0,0,0,2024-10-17 05:00:00,L54145
6967,L54146,L,300.7,311.0,1969,20.7,109,0,0,0,0,0,0,2024-10-17 06:00:00,L54146
6969,L54148,L,300.9,311.2,1789,25.5,114,0,0,0,0,0,0,2024-10-17 08:00:00,L54148
6971,L54150,L,300.7,311.0,1436,44.9,119,0,0,0,0,0,0,2024-10-17 10:00:00,L54150
6973,L54152,L,300.7,311.0,1377,49.9,124,0,0,0,0,0,0,2024-10-17 12:00:00,L54152
6974,L54153,L,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,2024-10-17 13:00:00,L54153
6975,L54154,L,300.7,311.0,1318,48.2,128,0,0,0,0,0,0,2024-10-17 14:00:00,L54154
